cp	char	block	name	ink	clip	dup_of	recommended
U+045F	џ	Cyrillic	CYRILLIC SMALL LETTER DZHE	0.1689	0.0000		0
U+0462	Ѣ	Cyrillic	CYRILLIC CAPITAL LETTER YAT	0.2210	0.0000		0
U+0463	ѣ	Cyrillic	CYRILLIC SMALL LETTER YAT	0.2036	0.0000		0
U+0472	Ѳ	Cyrillic	CYRILLIC CAPITAL LETTER FITA	0.2545	0.0000	U+019F	0
U+0473	ѳ	Cyrillic	CYRILLIC SMALL LETTER FITA	0.1961	0.0000	U+0275	0
U+0490	Ґ	Cyrillic	CYRILLIC CAPITAL LETTER GHE WITH UPTURN	0.1502	0.0000		0
U+0491	ґ	Cyrillic	CYRILLIC SMALL LETTER GHE WITH UPTURN	0.1123	0.0000		0
U+0492	Ғ	Cyrillic	CYRILLIC CAPITAL LETTER GHE WITH STROKE	0.1736	0.0000		0
U+0493	ғ	Cyrillic	CYRILLIC SMALL LETTER GHE WITH STROKE	0.1289	0.0000		0
U+0494	Ҕ	Cyrillic	CYRILLIC CAPITAL LETTER GHE WITH MIDDLE HOOK	0.2506	0.0000		0
U+0495	ҕ	Cyrillic	CYRILLIC SMALL LETTER GHE WITH MIDDLE HOOK	0.1914	0.0000		0
U+0496	Җ	Cyrillic	CYRILLIC CAPITAL LETTER ZHE WITH DESCENDER	0.3126	0.0024		0
U+0497	җ	Cyrillic	CYRILLIC SMALL LETTER ZHE WITH DESCENDER	0.2238	0.0000		0
U+0498	Ҙ	Cyrillic	CYRILLIC CAPITAL LETTER ZE WITH DESCENDER	0.1929	0.0000		0
U+0499	ҙ	Cyrillic	CYRILLIC SMALL LETTER ZE WITH DESCENDER	0.1646	0.0000		0
U+049A	Қ	Cyrillic	CYRILLIC CAPITAL LETTER KA WITH DESCENDER	0.2400	0.0069		0
U+049B	қ	Cyrillic	CYRILLIC SMALL LETTER KA WITH DESCENDER	0.1752	0.0000		0
U+04A2	Ң	Cyrillic	CYRILLIC CAPITAL LETTER EN WITH DESCENDER	0.2572	0.0000		0
U+04A3	ң	Cyrillic	CYRILLIC SMALL LETTER EN WITH DESCENDER	0.1877	0.0000		0
U+04A4	Ҥ	Cyrillic	CYRILLIC CAPITAL LIGATURE EN GHE	0.2173	0.0000		0
U+04A5	ҥ	Cyrillic	CYRILLIC SMALL LIGATURE EN GHE	0.1561	0.0000		0
U+04AA	Ҫ	Cyrillic	CYRILLIC CAPITAL LETTER ES WITH DESCENDER	0.1760	0.0000	U+00C7	0
U+04AB	ҫ	Cyrillic	CYRILLIC SMALL LETTER ES WITH DESCENDER	0.1413	0.0000	U+00E7	0
U+04AC	Ҭ	Cyrillic	CYRILLIC CAPITAL LETTER TE WITH DESCENDER	0.1818	0.0000		0
U+04AD	ҭ	Cyrillic	CYRILLIC SMALL LETTER TE WITH DESCENDER	0.1308	0.0000		0
U+04AE	Ү	Cyrillic	CYRILLIC CAPITAL LETTER STRAIGHT U	0.1484	0.0000	U+0059	0
U+04AF	ү	Cyrillic	CYRILLIC SMALL LETTER STRAIGHT U	0.1536	0.0000		0
U+04B0	Ұ	Cyrillic	CYRILLIC CAPITAL LETTER STRAIGHT U WITH STROKE	0.1751	0.0000		0
U+04B1	ұ	Cyrillic	CYRILLIC SMALL LETTER STRAIGHT U WITH STROKE	0.1727	0.0000		0
U+04B2	Ҳ	Cyrillic	CYRILLIC CAPITAL LETTER HA WITH DESCENDER	0.2128	0.0000		0
U+04B3	ҳ	Cyrillic	CYRILLIC SMALL LETTER HA WITH DESCENDER	0.1593	0.0000		0
U+04BA	Һ	Cyrillic	CYRILLIC CAPITAL LETTER SHHA	0.1871	0.0000		0
U+04BB	һ	Cyrillic	CYRILLIC SMALL LETTER SHHA	0.1795	0.0000	U+0068	0
U+04C0	Ӏ	Cyrillic	CYRILLIC LETTER PALOCHKA	0.1590	0.0000	U+0049	0
U+04C1	Ӂ	Cyrillic	CYRILLIC CAPITAL LETTER ZHE WITH BREVE	0.3285	0.0000		0
U+04C2	ӂ	Cyrillic	CYRILLIC SMALL LETTER ZHE WITH BREVE	0.2449	0.0000		0
U+04C3	Ӄ	Cyrillic	CYRILLIC CAPITAL LETTER KA WITH HOOK	0.2591	0.0000		0
U+04C4	ӄ	Cyrillic	CYRILLIC SMALL LETTER KA WITH HOOK	0.1952	0.0000		0
U+04C7	Ӈ	Cyrillic	CYRILLIC CAPITAL LETTER EN WITH HOOK	0.2599	0.0000		0
U+04C8	ӈ	Cyrillic	CYRILLIC SMALL LETTER EN WITH HOOK	0.1955	0.0000		0
U+04CB	Ӌ	Cyrillic	CYRILLIC CAPITAL LETTER KHAKASSIAN CHE	0.2185	0.0000		0
U+04CC	ӌ	Cyrillic	CYRILLIC SMALL LETTER KHAKASSIAN CHE	0.1582	0.0000		0
U+04CF	ӏ	Cyrillic	CYRILLIC SMALL LETTER PALOCHKA	0.0920	0.0000		0
U+04D0	Ӑ	Cyrillic	CYRILLIC CAPITAL LETTER A WITH BREVE	0.2382	0.0000	U+0102	0
U+04D1	ӑ	Cyrillic	CYRILLIC SMALL LETTER A WITH BREVE	0.2083	0.0000	U+0103	0
U+04D2	Ӓ	Cyrillic	CYRILLIC CAPITAL LETTER A WITH DIAERESIS	0.2389	0.0000	U+00C4	0
U+04D3	ӓ	Cyrillic	CYRILLIC SMALL LETTER A WITH DIAERESIS	0.2044	0.0000	U+00E4	0
U+04D4	Ӕ	Cyrillic	CYRILLIC CAPITAL LIGATURE A IE	0.2441	0.0000	U+00C6	0
U+04D5	ӕ	Cyrillic	CYRILLIC SMALL LIGATURE A IE	0.2184	0.0000	U+00E6	0
U+04D6	Ӗ	Cyrillic	CYRILLIC CAPITAL LETTER IE WITH BREVE	0.2259	0.0000	U+0114	0
U+04D7	ӗ	Cyrillic	CYRILLIC SMALL LETTER IE WITH BREVE	0.2037	0.0000	U+0115	0
U+04D8	Ә	Cyrillic	CYRILLIC CAPITAL LETTER SCHWA	0.2121	0.0000	U+018F	0
U+04D9	ә	Cyrillic	CYRILLIC SMALL LETTER SCHWA	0.1704	0.0000	U+01DD	0
U+04DA	Ӛ	Cyrillic	CYRILLIC CAPITAL LETTER SCHWA WITH DIAERESIS	0.2415	0.0000		0
U+04DB	ӛ	Cyrillic	CYRILLIC SMALL LETTER SCHWA WITH DIAERESIS	0.1999	0.0000		0
U+04DC	Ӝ	Cyrillic	CYRILLIC CAPITAL LETTER ZHE WITH DIAERESIS	0.3293	0.0000		0
U+04DD	ӝ	Cyrillic	CYRILLIC SMALL LETTER ZHE WITH DIAERESIS	0.2409	0.0000		0
U+04DE	Ӟ	Cyrillic	CYRILLIC CAPITAL LETTER ZE WITH DIAERESIS	0.1955	0.0000		0
U+04DF	ӟ	Cyrillic	CYRILLIC SMALL LETTER ZE WITH DIAERESIS	0.1672	0.0000		0
U+04E0	Ӡ	Cyrillic	CYRILLIC CAPITAL LETTER ABKHASIAN DZE	0.2149	0.0000	U+01B7	0
U+04E1	ӡ	Cyrillic	CYRILLIC SMALL LETTER ABKHASIAN DZE	0.1873	0.0000	U+0292	0
U+04E2	Ӣ	Cyrillic	CYRILLIC CAPITAL LETTER I WITH MACRON	0.2925	0.0000		0
U+04E3	ӣ	Cyrillic	CYRILLIC SMALL LETTER I WITH MACRON	0.2120	0.0000		0
U+04E4	Ӥ	Cyrillic	CYRILLIC CAPITAL LETTER I WITH DIAERESIS	0.2929	0.0000		0
U+04E5	ӥ	Cyrillic	CYRILLIC SMALL LETTER I WITH DIAERESIS	0.2125	0.0000		0
U+04E6	Ӧ	Cyrillic	CYRILLIC CAPITAL LETTER O WITH DIAERESIS	0.2428	0.0000	U+00D6	0
U+04E7	ӧ	Cyrillic	CYRILLIC SMALL LETTER O WITH DIAERESIS	0.1904	0.0000	U+00F6	0
U+04E8	Ө	Cyrillic	CYRILLIC CAPITAL LETTER BARRED O	0.2514	0.0000	U+03F4	0
U+04E9	ө	Cyrillic	CYRILLIC SMALL LETTER BARRED O	0.1961	0.0000	U+0275	0
U+04EA	Ӫ	Cyrillic	CYRILLIC CAPITAL LETTER BARRED O WITH DIAERESIS	0.2808	0.0000		0
U+04EB	ӫ	Cyrillic	CYRILLIC SMALL LETTER BARRED O WITH DIAERESIS	0.2255	0.0000		0
U+04EC	Ӭ	Cyrillic	CYRILLIC CAPITAL LETTER E WITH DIAERESIS	0.2092	0.0000		0
U+04ED	ӭ	Cyrillic	CYRILLIC SMALL LETTER E WITH DIAERESIS	0.1702	0.0000		0
U+04EE	Ӯ	Cyrillic	CYRILLIC CAPITAL LETTER U WITH MACRON	0.2029	0.0000		0
U+04EF	ӯ	Cyrillic	CYRILLIC SMALL LETTER U WITH MACRON	0.1966	0.0000	U+0233	0
U+04F0	Ӱ	Cyrillic	CYRILLIC CAPITAL LETTER U WITH DIAERESIS	0.2033	0.0000		0
U+04F1	ӱ	Cyrillic	CYRILLIC SMALL LETTER U WITH DIAERESIS	0.1971	0.0000	U+00FF	0
U+04F2	Ӳ	Cyrillic	CYRILLIC CAPITAL LETTER U WITH DOUBLE ACUTE	0.1986	0.0000		0
U+04F3	ӳ	Cyrillic	CYRILLIC SMALL LETTER U WITH DOUBLE ACUTE	0.2053	0.0000		0
U+04F4	Ӵ	Cyrillic	CYRILLIC CAPITAL LETTER CHE WITH DIAERESIS	0.2082	0.0000		0
U+04F5	ӵ	Cyrillic	CYRILLIC SMALL LETTER CHE WITH DIAERESIS	0.1592	0.0000		0
U+04F6	Ӷ	Cyrillic	CYRILLIC CAPITAL LETTER GHE WITH DESCENDER	0.1701	0.0000		0
U+04F7	ӷ	Cyrillic	CYRILLIC SMALL LETTER GHE WITH DESCENDER	0.1286	0.0000		0
U+04F8	Ӹ	Cyrillic	CYRILLIC CAPITAL LETTER YERU WITH DIAERESIS	0.3026	0.0000		0
U+04F9	ӹ	Cyrillic	CYRILLIC SMALL LETTER YERU WITH DIAERESIS	0.2274	0.0000		0
U+0510	Ԑ	Other	CYRILLIC CAPITAL LETTER REVERSED ZE	0.1722	0.0000	U+0190	0
U+0511	ԑ	Other	CYRILLIC SMALL LETTER REVERSED ZE	0.1374	0.0000	U+025B	0
U+051A	Ԛ	Other	CYRILLIC CAPITAL LETTER QA	0.2337	0.0000	U+0051	0
U+051B	ԛ	Other	CYRILLIC SMALL LETTER QA	0.2033	0.0000	U+0071	0
U+051C	Ԝ	Other	CYRILLIC CAPITAL LETTER WE	0.2600	0.0015	U+0057	0
U+051D	ԝ	Other	CYRILLIC SMALL LETTER WE	0.1815	0.0013	U+0077	0
U+0531	Ա	Other	ARMENIAN CAPITAL LETTER AYB	0.2302	0.0000		0
U+0532	Բ	Other	ARMENIAN CAPITAL LETTER BEN	0.1916	0.0000		0
U+0533	Գ	Other	ARMENIAN CAPITAL LETTER GIM	0.2034	0.0000		0
U+0534	Դ	Other	ARMENIAN CAPITAL LETTER DA	0.1597	0.0000		0
U+0535	Ե	Other	ARMENIAN CAPITAL LETTER ECH	0.1917	0.0000		0
U+0536	Զ	Other	ARMENIAN CAPITAL LETTER ZA	0.2091	0.0000		0
U+0537	Է	Other	ARMENIAN CAPITAL LETTER EH	0.1754	0.0000		0
U+0538	Ը	Other	ARMENIAN CAPITAL LETTER ET	0.1916	0.0000		0
U+0539	Թ	Other	ARMENIAN CAPITAL LETTER TO	0.2764	0.0000		0
U+053A	Ժ	Other	ARMENIAN CAPITAL LETTER ZHE	0.2064	0.0000		0
U+053B	Ի	Other	ARMENIAN CAPITAL LETTER INI	0.1585	0.0000		0
U+053C	Լ	Other	ARMENIAN CAPITAL LETTER LIWN	0.1360	0.0000		0
U+053D	Խ	Other	ARMENIAN CAPITAL LETTER XEH	0.2421	0.0000		0
U+053E	Ծ	Other	ARMENIAN CAPITAL LETTER CA	0.2619	0.0000		0
U+053F	Կ	Other	ARMENIAN CAPITAL LETTER KEN	0.1662	0.0000		0
U+0540	Հ	Other	ARMENIAN CAPITAL LETTER HO	0.1548	0.0000		0
U+0541	Ձ	Other	ARMENIAN CAPITAL LETTER JA	0.2385	0.0000		0
U+0542	Ղ	Other	ARMENIAN CAPITAL LETTER GHAD	0.1597	0.0000		0
U+0543	Ճ	Other	ARMENIAN CAPITAL LETTER CHEH	0.2384	0.0000		0
U+0544	Մ	Other	ARMENIAN CAPITAL LETTER MEN	0.2163	0.0000		0
U+0545	Յ	Other	ARMENIAN CAPITAL LETTER YI	0.2280	0.0000		0
U+0546	Ն	Other	ARMENIAN CAPITAL LETTER NOW	0.1606	0.0000		0
U+0547	Շ	Other	ARMENIAN CAPITAL LETTER SHA	0.1957	0.0000		0
U+0548	Ո	Other	ARMENIAN CAPITAL LETTER VO	0.2060	0.0000		0
U+0549	Չ	Other	ARMENIAN CAPITAL LETTER CHA	0.1912	0.0000		0
U+054A	Պ	Other	ARMENIAN CAPITAL LETTER PEH	0.2012	0.0000		0
U+054B	Ջ	Other	ARMENIAN CAPITAL LETTER JHEH	0.2568	0.0000		0
U+054C	Ռ	Other	ARMENIAN CAPITAL LETTER RA	0.2161	0.0000		0
U+054D	Ս	Other	ARMENIAN CAPITAL LETTER SEH	0.2061	0.0000		0
U+054E	Վ	Other	ARMENIAN CAPITAL LETTER VEW	0.1788	0.0000		0
U+054F	Տ	Other	ARMENIAN CAPITAL LETTER TIWN	0.2071	0.0000		0
U+0550	Ր	Other	ARMENIAN CAPITAL LETTER REH	0.1496	0.0000		0
U+0551	Ց	Other	ARMENIAN CAPITAL LETTER CO	0.2445	0.0000		0
U+0552	Ւ	Other	ARMENIAN CAPITAL LETTER YIWN	0.1394	0.0000		0
U+0553	Փ	Other	ARMENIAN CAPITAL LETTER PIWR	0.2620	0.0000		0
U+0554	Ք	Other	ARMENIAN CAPITAL LETTER KEH	0.2401	0.0000		0
U+0555	Օ	Other	ARMENIAN CAPITAL LETTER OH	0.2133	0.0000	U+004F	0
U+0556	Ֆ	Other	ARMENIAN CAPITAL LETTER FEH	0.2609	0.0000		0
U+0559	ՙ	Other	ARMENIAN MODIFIER LETTER LEFT HALF RING	0.0265	0.0000	U+02BF	0
U+055A	՚	Other	ARMENIAN APOSTROPHE	0.0276	0.0000		0
U+055B	՛	Other	ARMENIAN EMPHASIS MARK	0.0213	0.0000		0
U+055C	՜	Other	ARMENIAN EXCLAMATION MARK	0.0451	0.0000		0
U+055D	՝	Other	ARMENIAN COMMA	0.0213	0.0000		0
U+055E	՞	Other	ARMENIAN QUESTION MARK	0.0814	0.0000		0
U+055F	՟	Other	ARMENIAN ABBREVIATION MARK	0.0410	0.0000		0
U+0561	ա	Other	ARMENIAN SMALL LETTER AYB	0.2033	0.0000		0
U+0562	բ	Other	ARMENIAN SMALL LETTER BEN	0.1836	0.0000		0
U+0563	գ	Other	ARMENIAN SMALL LETTER GIM	0.2110	0.0000		0
U+0564	դ	Other	ARMENIAN SMALL LETTER DA	0.1853	0.0000		0
U+0565	ե	Other	ARMENIAN SMALL LETTER ECH	0.1891	0.0000		0
U+0566	զ	Other	ARMENIAN SMALL LETTER ZA	0.2111	0.0000		0
U+0567	է	Other	ARMENIAN SMALL LETTER EH	0.1465	0.0000		0
U+0568	ը	Other	ARMENIAN SMALL LETTER ET	0.2100	0.0000		0
U+0569	թ	Other	ARMENIAN SMALL LETTER TO	0.2286	0.0000		0
U+056A	ժ	Other	ARMENIAN SMALL LETTER ZHE	0.1989	0.0000		0
U+056B	ի	Other	ARMENIAN SMALL LETTER INI	0.2041	0.0000		0
U+056C	լ	Other	ARMENIAN SMALL LETTER LIWN	0.1089	0.0000		0
U+056D	խ	Other	ARMENIAN SMALL LETTER XEH	0.2483	0.0000		0
U+056E	ծ	Other	ARMENIAN SMALL LETTER CA	0.2085	0.0000		0
U+056F	կ	Other	ARMENIAN SMALL LETTER KEN	0.2043	0.0000		0
U+0570	հ	Other	ARMENIAN SMALL LETTER HO	0.1797	0.0000		0
U+0571	ձ	Other	ARMENIAN SMALL LETTER JA	0.1957	0.0000		0
U+0572	ղ	Other	ARMENIAN SMALL LETTER GHAD	0.1853	0.0000		0
U+0573	ճ	Other	ARMENIAN SMALL LETTER CHEH	0.2044	0.0000		0
U+0574	մ	Other	ARMENIAN SMALL LETTER MEN	0.1870	0.0000		0
U+0575	յ	Other	ARMENIAN SMALL LETTER YI	0.1060	0.0000		0
U+0576	ն	Other	ARMENIAN SMALL LETTER NOW	0.1867	0.0000		0
U+0577	շ	Other	ARMENIAN SMALL LETTER SHA	0.1573	0.0000		0
U+0578	ո	Other	ARMENIAN SMALL LETTER VO	0.1529	0.0000		0
U+0579	չ	Other	ARMENIAN SMALL LETTER CHA	0.1339	0.0000		0
U+057A	պ	Other	ARMENIAN SMALL LETTER PEH	0.2261	0.0000		0
U+057B	ջ	Other	ARMENIAN SMALL LETTER JHEH	0.1988	0.0000		0
U+057C	ռ	Other	ARMENIAN SMALL LETTER RA	0.1718	0.0000		0
U+057D	ս	Other	ARMENIAN SMALL LETTER SEH	0.1530	0.0000		0
U+057E	վ	Other	ARMENIAN SMALL LETTER VEW	0.2125	0.0000		0
U+057F	տ	Other	ARMENIAN SMALL LETTER TIWN	0.2025	0.0000		0
U+0580	ր	Other	ARMENIAN SMALL LETTER REH	0.1784	0.0000		0
U+0581	ց	Other	ARMENIAN SMALL LETTER CO	0.2229	0.0000		0
U+0582	ւ	Other	ARMENIAN SMALL LETTER YIWN	0.0911	0.0000		0
U+0583	փ	Other	ARMENIAN SMALL LETTER PIWR	0.2486	0.0000		0
U+0584	ք	Other	ARMENIAN SMALL LETTER KEH	0.2433	0.0000		0
U+0585	օ	Other	ARMENIAN SMALL LETTER OH	0.1610	0.0000	U+006F	0
U+0586	ֆ	Other	ARMENIAN SMALL LETTER FEH	0.2667	0.0000		0
U+0587	և	Other	ARMENIAN SMALL LIGATURE ECH YIWN	0.1896	0.0000		0
U+0589	։	Other	ARMENIAN FULL STOP	0.0342	0.0000		0
U+058A	֊	Other	ARMENIAN HYPHEN	0.0272	0.0000		0
U+0606	؆	Other	ARABIC-INDIC CUBE ROOT	0.1769	0.0000		0
U+0607	؇	Other	ARABIC-INDIC FOURTH ROOT	0.1710	0.0000		0
U+0609	؉	Other	ARABIC-INDIC PER MILLE SIGN	0.1096	0.0000		0
U+060A	؊	Other	ARABIC-INDIC PER TEN THOUSAND SIGN	0.1225	0.0123		0
U+060C	،	Other	ARABIC COMMA	0.0290	0.0000		0
U+061B	؛	Other	ARABIC SEMICOLON	0.0461	0.0000		0
U+061F	؟	Other	ARABIC QUESTION MARK	0.1174	0.0000		0
U+0621	ء	Other	ARABIC LETTER HAMZA	0.0959	0.0000		0
U+0622	آ	Other	ARABIC LETTER ALEF WITH MADDA ABOVE	0.1177	0.0027		0
U+0623	أ	Other	ARABIC LETTER ALEF WITH HAMZA ABOVE	0.1107	0.0650		0
U+0624	ؤ	Other	ARABIC LETTER WAW WITH HAMZA ABOVE	0.1809	0.0000		0
U+0625	إ	Other	ARABIC LETTER ALEF WITH HAMZA BELOW	0.1184	0.0000		0
U+0626	ئ	Other	ARABIC LETTER YEH WITH HAMZA ABOVE	0.1778	0.0015		0
U+0627	ا	Other	ARABIC LETTER ALEF	0.0914	0.0000		0
U+0628	ب	Other	ARABIC LETTER BEH	0.0999	0.0000		0
U+0629	ة	Other	ARABIC LETTER TEH MARBUTA	0.1247	0.0000		0
U+062A	ت	Other	ARABIC LETTER TEH	0.1071	0.0000		0
U+062B	ث	Other	ARABIC LETTER THEH	0.1144	0.0000		0
U+062C	ج	Other	ARABIC LETTER JEEM	0.1766	0.0000		0
U+062D	ح	Other	ARABIC LETTER HAH	0.1694	0.0000		0
U+062E	خ	Other	ARABIC LETTER KHAH	0.1766	0.0000		0
U+062F	د	Other	ARABIC LETTER DAL	0.0840	0.0000		0
U+0630	ذ	Other	ARABIC LETTER THAL	0.0913	0.0000		0
U+0631	ر	Other	ARABIC LETTER REH	0.0959	0.0309		0
U+0632	ز	Other	ARABIC LETTER ZAIN	0.1032	0.0288		0
U+0633	س	Other	ARABIC LETTER SEEN	0.1539	0.1966		0
U+0634	ش	Other	ARABIC LETTER SHEEN	0.1757	0.1766		0
U+0635	ص	Other	ARABIC LETTER SAD	0.1588	0.1965		0
U+0636	ض	Other	ARABIC LETTER DAD	0.1660	0.1896		0
U+0637	ط	Other	ARABIC LETTER TAH	0.2052	0.0000		0
U+0638	ظ	Other	ARABIC LETTER ZAH	0.2125	0.0000		0
U+0639	ع	Other	ARABIC LETTER AIN	0.1812	0.0000		0
U+063A	غ	Other	ARABIC LETTER GHAIN	0.1885	0.0000		0
U+0640	ـ	Other	ARABIC TATWEEL	0.0713	0.0466		0
U+0641	ف	Other	ARABIC LETTER FEH	0.1799	0.0448		0
U+0642	ق	Other	ARABIC LETTER QAF	0.2169	0.0000		0
U+0643	ك	Other	ARABIC LETTER KAF	0.1756	0.0000		0
U+0644	ل	Other	ARABIC LETTER LAM	0.1660	0.0000		0
U+0645	م	Other	ARABIC LETTER MEEM	0.1495	0.0000		0
U+0646	ن	Other	ARABIC LETTER NOON	0.1350	0.0000		0
U+0647	ه	Other	ARABIC LETTER HEH	0.1102	0.0000		0
U+0648	و	Other	ARABIC LETTER WAW	0.1539	0.0000		0
U+0649	ى	Other	ARABIC LETTER ALEF MAKSURA	0.1508	0.0018		0
U+064A	ي	Other	ARABIC LETTER YEH	0.1653	0.0016		0
U+0660	٠	Other	ARABIC-INDIC DIGIT ZERO	0.0176	0.0000		0
U+0661	١	Other	ARABIC-INDIC DIGIT ONE	0.0769	0.0000		0
U+0662	٢	Other	ARABIC-INDIC DIGIT TWO	0.1231	0.0000		0
U+0663	٣	Other	ARABIC-INDIC DIGIT THREE	0.1441	0.0000		0
U+0664	٤	Other	ARABIC-INDIC DIGIT FOUR	0.1287	0.0000		0
U+0665	٥	Other	ARABIC-INDIC DIGIT FIVE	0.1708	0.0000		0
U+0666	٦	Other	ARABIC-INDIC DIGIT SIX	0.1101	0.0000		0
U+0667	٧	Other	ARABIC-INDIC DIGIT SEVEN	0.1398	0.0000		0
U+0668	٨	Other	ARABIC-INDIC DIGIT EIGHT	0.1398	0.0000		0
U+0669	٩	Other	ARABIC-INDIC DIGIT NINE	0.1441	0.0000		0
U+066A	٪	Other	ARABIC PERCENT SIGN	0.0952	0.0000		0
U+066B	٫	Other	ARABIC DECIMAL SEPARATOR	0.0547	0.0000		0
U+066C	٬	Other	ARABIC THOUSANDS SEPARATOR	0.0276	0.0000	U+055A	0
U+066D	٭	Other	ARABIC FIVE POINTED STAR	0.0880	0.0000		0
U+0674	ٴ	Other	ARABIC LETTER HIGH HAMZA	0.0270	0.0000		0
U+0679	ٹ	Other	ARABIC LETTER TTEH	0.1338	0.0000		0
U+067A	ٺ	Other	ARABIC LETTER TTEHEH	0.1071	0.0000		0
U+067B	ٻ	Other	ARABIC LETTER BEEH	0.1071	0.0000		0
U+067E	پ	Other	ARABIC LETTER PEH	0.1144	0.0000		0
U+067F	ٿ	Other	ARABIC LETTER TEHEH	0.1216	0.0000		0
U+0680	ڀ	Other	ARABIC LETTER BEHEH	0.1216	0.0000		0
U+0683	ڃ	Other	ARABIC LETTER NYEH	0.1839	0.0000		0
U+0684	ڄ	Other	ARABIC LETTER DYEH	0.1839	0.0000		0
U+0686	چ	Other	ARABIC LETTER TCHEH	0.1911	0.0000		0
U+0687	ڇ	Other	ARABIC LETTER TCHEHEH	0.1984	0.0000		0
U+0691	ڑ	Other	ARABIC LETTER RREH	0.1367	0.0250		0
U+0698	ژ	Other	ARABIC LETTER JEH	0.1177	0.0253		0
U+06A4	ڤ	Other	ARABIC LETTER VEH	0.1944	0.0416		0
U+06A9	ک	Other	ARABIC LETTER KEHEH	0.1635	0.0615		0
U+06AF	گ	Other	ARABIC LETTER GAF	0.1937	0.0933		0
U+06BE	ھ	Other	ARABIC LETTER HEH DOACHASHMEE	0.1859	0.0000		0
U+06CC	ی	Other	ARABIC LETTER FARSI YEH	0.1508	0.0018	U+0649	0
U+06F0	۰	Other	EXTENDED ARABIC-INDIC DIGIT ZERO	0.0176	0.0000	U+0660	0
U+06F1	۱	Other	EXTENDED ARABIC-INDIC DIGIT ONE	0.0769	0.0000	U+0661	0
U+06F2	۲	Other	EXTENDED ARABIC-INDIC DIGIT TWO	0.1231	0.0000	U+0662	0
U+06F3	۳	Other	EXTENDED ARABIC-INDIC DIGIT THREE	0.1441	0.0000	U+0663	0
U+06F4	۴	Other	EXTENDED ARABIC-INDIC DIGIT FOUR	0.1409	0.0000		0
U+06F5	۵	Other	EXTENDED ARABIC-INDIC DIGIT FIVE	0.1864	0.0000		0
U+06F6	۶	Other	EXTENDED ARABIC-INDIC DIGIT SIX	0.1125	0.0000		0
U+06F7	۷	Other	EXTENDED ARABIC-INDIC DIGIT SEVEN	0.1398	0.0000	U+0667	0
U+06F8	۸	Other	EXTENDED ARABIC-INDIC DIGIT EIGHT	0.1398	0.0000	U+0668	0
U+06F9	۹	Other	EXTENDED ARABIC-INDIC DIGIT NINE	0.1441	0.0000	U+0669	0
U+0E3F	฿	Other	THAI CURRENCY SYMBOL BAHT	0.2634	0.0000		0
U+0E81	ກ	Other	LAO LETTER KO	0.1925	0.0000		0
U+0E82	ຂ	Other	LAO LETTER KHO SUNG	0.1997	0.0000		0
U+0E84	ຄ	Other	LAO LETTER KHO TAM	0.2144	0.0000		0
U+0E87	ງ	Other	LAO LETTER NGO	0.1673	0.0000		0
U+0E88	ຈ	Other	LAO LETTER CO	0.1624	0.0000		0
U+0E8A	ຊ	Other	LAO LETTER SO TAM	0.2329	0.0002		0
U+0E8D	ຍ	Other	LAO LETTER NYO	0.1948	0.0000		0
U+0E94	ດ	Other	LAO LETTER DO	0.1786	0.0000		0
U+0E95	ຕ	Other	LAO LETTER TO	0.2021	0.0000		0
U+0E96	ຖ	Other	LAO LETTER THO SUNG	0.2190	0.0000		0
U+0E97	ທ	Other	LAO LETTER THO TAM	0.2083	0.0000		0
U+0E99	ນ	Other	LAO LETTER NO	0.1897	0.0000		0
U+0E9A	ບ	Other	LAO LETTER BO	0.1774	0.0000		0
U+0E9B	ປ	Other	LAO LETTER PO	0.2030	0.0000		0
U+0E9C	ຜ	Other	LAO LETTER PHO SUNG	0.2367	0.0175		0
U+0E9D	ຝ	Other	LAO LETTER FO TAM	0.2310	0.0000		0
U+0E9E	ພ	Other	LAO LETTER PHO TAM	0.2147	0.0000		0
U+0E9F	ຟ	Other	LAO LETTER FO SUNG	0.2406	0.0000		0
U+0EA1	ມ	Other	LAO LETTER MO	0.1789	0.0000		0
U+0EA2	ຢ	Other	LAO LETTER YO	0.2192	0.0000		0
U+0EA3	ຣ	Other	LAO LETTER LO LING	0.2027	0.0000		0
U+0EA5	ລ	Other	LAO LETTER LO LOOT	0.2113	0.0000		0
U+0EA7	ວ	Other	LAO LETTER WO	0.1776	0.0000		0
U+0EAA	ສ	Other	LAO LETTER SO SUNG	0.2667	0.0385		0
U+0EAB	ຫ	Other	LAO LETTER HO SUNG	0.2569	0.0000		0
U+0EAD	ອ	Other	LAO LETTER O	0.2225	0.0000		0
U+0EAE	ຮ	Other	LAO LETTER HO TAM	0.2200	0.0024		0
U+0EAF	ຯ	Other	LAO ELLIPSIS	0.2159	0.0000		0
U+0EB0	ະ	Other	LAO VOWEL SIGN A	0.1981	0.0000		0
U+0EB2	າ	Other	LAO VOWEL SIGN AA	0.1397	0.0000		0
U+0EB3	ຳ	Other	LAO VOWEL SIGN AM	0.1752	0.0000		0
U+10D0	ა	Other	GEORGIAN LETTER AN	0.1270	0.0000		0
U+10D1	ბ	Other	GEORGIAN LETTER BAN	0.1767	0.0000		0
U+10D2	გ	Other	GEORGIAN LETTER GAN	0.2001	0.0000		0
U+10D3	დ	Other	GEORGIAN LETTER DON	0.2253	0.0000		0
