cp	char	block	name	ink	clip	dup_of	recommended
U+0174	Ŵ	Latin Ext-A	LATIN CAPITAL LETTER W WITH CIRCUMFLEX	0.2432	0.0000		0
U+0175	ŵ	Latin Ext-A	LATIN SMALL LETTER W WITH CIRCUMFLEX	0.2058	0.0000		0
U+0176	Ŷ	Latin Ext-A	LATIN CAPITAL LETTER Y WITH CIRCUMFLEX	0.1590	0.0000		0
U+0177	ŷ	Latin Ext-A	LATIN SMALL LETTER Y WITH CIRCUMFLEX	0.1750	0.0000		0
U+0178	Ÿ	Latin Ext-A	LATIN CAPITAL LETTER Y WITH DIAERESIS	0.1544	0.0000		0
U+0179	Ź	Latin Ext-A	LATIN CAPITAL LETTER Z WITH ACUTE	0.1846	0.0000		0
U+017A	ź	Latin Ext-A	LATIN SMALL LETTER Z WITH ACUTE	0.1412	0.0000		0
U+017B	Ż	Latin Ext-A	LATIN CAPITAL LETTER Z WITH DOT ABOVE	0.1814	0.0000		0
U+017C	ż	Latin Ext-A	LATIN SMALL LETTER Z WITH DOT ABOVE	0.1361	0.0000		0
U+017D	Ž	Latin Ext-A	LATIN CAPITAL LETTER Z WITH CARON	0.1969	0.0000		0
U+017E	ž	Latin Ext-A	LATIN SMALL LETTER Z WITH CARON	0.1581	0.0000		0
U+0192	ƒ	Latin Ext-B	LATIN SMALL LETTER F WITH HOOK	0.1471	0.0000		0
U+01A0	Ơ	Latin Ext-B	LATIN CAPITAL LETTER O WITH HORN	0.2238	0.0005		0
U+01A1	ơ	Latin Ext-B	LATIN SMALL LETTER O WITH HORN	0.1626	0.0000		0
U+01AF	Ư	Latin Ext-B	LATIN CAPITAL LETTER U WITH HORN	0.1862	0.0591		0
U+01B0	ư	Latin Ext-B	LATIN SMALL LETTER U WITH HORN	0.1522	0.0154		0
U+01C4	Ǆ	Latin Ext-B	LATIN CAPITAL LETTER DZ WITH CARON	0.2802	0.0009		0
U+01C5	ǅ	Latin Ext-B	LATIN CAPITAL LETTER D WITH SMALL LETTER Z WITH CARON	0.2593	0.0002		0
U+01C6	ǆ	Latin Ext-B	LATIN SMALL LETTER DZ WITH CARON	0.2527	0.0002		0
U+01C7	Ǉ	Latin Ext-B	LATIN CAPITAL LETTER LJ	0.2015	0.0000		0
U+01C8	ǈ	Latin Ext-B	LATIN CAPITAL LETTER L WITH SMALL LETTER J	0.1989	0.0000		0
U+01C9	ǉ	Latin Ext-B	LATIN SMALL LETTER LJ	0.2044	0.0025		0
U+01CA	Ǌ	Latin Ext-B	LATIN CAPITAL LETTER NJ	0.2378	0.0000		0
U+01CB	ǋ	Latin Ext-B	LATIN CAPITAL LETTER N WITH SMALL LETTER J	0.2758	0.0000		0
U+01CC	ǌ	Latin Ext-B	LATIN SMALL LETTER NJ	0.2282	0.0000		0
U+01CD	Ǎ	Latin Ext-B	LATIN CAPITAL LETTER A WITH CARON	0.2004	0.0000		0
U+01CE	ǎ	Latin Ext-B	LATIN SMALL LETTER A WITH CARON	0.1878	0.0000		0
U+01CF	Ǐ	Latin Ext-B	LATIN CAPITAL LETTER I WITH CARON	0.1666	0.0000		0
U+01D0	ǐ	Latin Ext-B	LATIN SMALL LETTER I WITH CARON	0.1422	0.0000		0
U+01D1	Ǒ	Latin Ext-B	LATIN CAPITAL LETTER O WITH CARON	0.2328	0.0000		0
U+01D2	ǒ	Latin Ext-B	LATIN SMALL LETTER O WITH CARON	0.1797	0.0000		0
U+01D3	Ǔ	Latin Ext-B	LATIN CAPITAL LETTER U WITH CARON	0.2090	0.0000		0
U+01D4	ǔ	Latin Ext-B	LATIN SMALL LETTER U WITH CARON	0.1740	0.0000		0
U+01D5	Ǖ	Latin Ext-B	LATIN CAPITAL LETTER U WITH DIAERESIS AND MACRON	0.2067	0.0750		0
U+01D6	ǖ	Latin Ext-B	LATIN SMALL LETTER U WITH DIAERESIS AND MACRON	0.1916	0.0000		0
U+01D7	Ǘ	Latin Ext-B	LATIN CAPITAL LETTER U WITH DIAERESIS AND ACUTE	0.2050	0.0317		0
U+01D8	ǘ	Latin Ext-B	LATIN SMALL LETTER U WITH DIAERESIS AND ACUTE	0.1801	0.0003		0
U+01D9	Ǚ	Latin Ext-B	LATIN CAPITAL LETTER U WITH DIAERESIS AND CARON	0.2096	0.0689		0
U+01DA	ǚ	Latin Ext-B	LATIN SMALL LETTER U WITH DIAERESIS AND CARON	0.1938	0.0054		0
U+01DB	Ǜ	Latin Ext-B	LATIN CAPITAL LETTER U WITH DIAERESIS AND GRAVE	0.2049	0.0315		0
U+01DC	ǜ	Latin Ext-B	LATIN SMALL LETTER U WITH DIAERESIS AND GRAVE	0.1801	0.0003		0
U+01DE	Ǟ	Latin Ext-B	LATIN CAPITAL LETTER A WITH DIAERESIS AND MACRON	0.1983	0.0780		0
U+01DF	ǟ	Latin Ext-B	LATIN SMALL LETTER A WITH DIAERESIS AND MACRON	0.2051	0.0000		0
U+01E0	Ǡ	Latin Ext-B	LATIN CAPITAL LETTER A WITH DOT ABOVE AND MACRON	0.1897	0.0813		0
U+01E1	ǡ	Latin Ext-B	LATIN SMALL LETTER A WITH DOT ABOVE AND MACRON	0.1947	0.0000		0
U+01E2	Ǣ	Latin Ext-B	LATIN CAPITAL LETTER AE WITH MACRON	0.2595	0.0000		0
U+01E3	ǣ	Latin Ext-B	LATIN SMALL LETTER AE WITH MACRON	0.2292	0.0000		0
U+01E6	Ǧ	Latin Ext-B	LATIN CAPITAL LETTER G WITH CARON	0.2328	0.0000		0
U+01E7	ǧ	Latin Ext-B	LATIN SMALL LETTER G WITH CARON	0.2467	0.0000		0
U+01E8	Ǩ	Latin Ext-B	LATIN CAPITAL LETTER K WITH CARON	0.2107	0.0000		0
U+01E9	ǩ	Latin Ext-B	LATIN SMALL LETTER K WITH CARON	0.1844	0.0105		0
U+01EA	Ǫ	Latin Ext-B	LATIN CAPITAL LETTER O WITH OGONEK	0.2256	0.0000		0
U+01EB	ǫ	Latin Ext-B	LATIN SMALL LETTER O WITH OGONEK	0.1689	0.0000		0
U+01EC	Ǭ	Latin Ext-B	LATIN CAPITAL LETTER O WITH OGONEK AND MACRON	0.2543	0.0000		0
U+01ED	ǭ	Latin Ext-B	LATIN SMALL LETTER O WITH OGONEK AND MACRON	0.1976	0.0000		0
U+01F1	Ǳ	Latin Ext-B	LATIN CAPITAL LETTER DZ	0.2510	0.0000		0
U+01F2	ǲ	Latin Ext-B	LATIN CAPITAL LETTER D WITH SMALL LETTER Z	0.2296	0.0000		0
U+01F3	ǳ	Latin Ext-B	LATIN SMALL LETTER DZ	0.2231	0.0000		0
U+01F4	Ǵ	Latin Ext-B	LATIN CAPITAL LETTER G WITH ACUTE	0.2204	0.0000		0
U+01F5	ǵ	Latin Ext-B	LATIN SMALL LETTER G WITH ACUTE	0.2301	0.0000		0
U+01F8	Ǹ	Latin Ext-B	LATIN CAPITAL LETTER N WITH GRAVE	0.2236	0.0000		0
U+01F9	ǹ	Latin Ext-B	LATIN SMALL LETTER N WITH GRAVE	0.1571	0.0000		0
U+01FA	Ǻ	Latin Ext-B	LATIN CAPITAL LETTER A WITH RING ABOVE AND ACUTE	0.1960	0.0437		0
U+01FB	ǻ	Latin Ext-B	LATIN SMALL LETTER A WITH RING ABOVE AND ACUTE	0.1911	0.0000		0
U+01FC	Ǽ	Latin Ext-B	LATIN CAPITAL LETTER AE WITH ACUTE	0.2493	0.0000		0
U+01FD	ǽ	Latin Ext-B	LATIN SMALL LETTER AE WITH ACUTE	0.2211	0.0000		0
U+01FE	Ǿ	Latin Ext-B	LATIN CAPITAL LETTER O WITH STROKE AND ACUTE	0.2648	0.0000		0
U+01FF	ǿ	Latin Ext-B	LATIN SMALL LETTER O WITH STROKE AND ACUTE	0.1961	0.0000		0
U+0200	Ȁ	Latin Ext-B	LATIN CAPITAL LETTER A WITH DOUBLE GRAVE	0.2049	0.0000		0
U+0201	ȁ	Latin Ext-B	LATIN SMALL LETTER A WITH DOUBLE GRAVE	0.1890	0.0000		0
U+0202	Ȃ	Latin Ext-B	LATIN CAPITAL LETTER A WITH INVERTED BREVE	0.2025	0.0000		0
U+0203	ȃ	Latin Ext-B	LATIN SMALL LETTER A WITH INVERTED BREVE	0.1882	0.0000		0
U+0204	Ȅ	Latin Ext-B	LATIN CAPITAL LETTER E WITH DOUBLE GRAVE	0.2137	0.0000		0
U+0205	ȅ	Latin Ext-B	LATIN SMALL LETTER E WITH DOUBLE GRAVE	0.1884	0.0000		0
U+0206	Ȇ	Latin Ext-B	LATIN CAPITAL LETTER E WITH INVERTED BREVE	0.2114	0.0000		0
U+0207	ȇ	Latin Ext-B	LATIN SMALL LETTER E WITH INVERTED BREVE	0.1877	0.0000		0
U+0208	Ȉ	Latin Ext-B	LATIN CAPITAL LETTER I WITH DOUBLE GRAVE	0.1712	0.0000		0
U+0209	ȉ	Latin Ext-B	LATIN SMALL LETTER I WITH DOUBLE GRAVE	0.1432	0.0000		0
U+020A	Ȋ	Latin Ext-B	LATIN CAPITAL LETTER I WITH INVERTED BREVE	0.1688	0.0000		0
U+020B	ȋ	Latin Ext-B	LATIN SMALL LETTER I WITH INVERTED BREVE	0.1425	0.0000		0
U+020C	Ȍ	Latin Ext-B	LATIN CAPITAL LETTER O WITH DOUBLE GRAVE	0.2373	0.0000		0
U+020D	ȍ	Latin Ext-B	LATIN SMALL LETTER O WITH DOUBLE GRAVE	0.1808	0.0000		0
U+020E	Ȏ	Latin Ext-B	LATIN CAPITAL LETTER O WITH INVERTED BREVE	0.2350	0.0000		0
U+020F	ȏ	Latin Ext-B	LATIN SMALL LETTER O WITH INVERTED BREVE	0.1801	0.0000		0
U+0210	Ȑ	Latin Ext-B	LATIN CAPITAL LETTER R WITH DOUBLE GRAVE	0.2391	0.0000		0
U+0211	ȑ	Latin Ext-B	LATIN SMALL LETTER R WITH DOUBLE GRAVE	0.1607	0.0000		0
U+0212	Ȓ	Latin Ext-B	LATIN CAPITAL LETTER R WITH INVERTED BREVE	0.2369	0.0000		0
U+0213	ȓ	Latin Ext-B	LATIN SMALL LETTER R WITH INVERTED BREVE	0.1602	0.0000		0
U+0214	Ȕ	Latin Ext-B	LATIN CAPITAL LETTER U WITH DOUBLE GRAVE	0.2131	0.0000		0
U+0215	ȕ	Latin Ext-B	LATIN SMALL LETTER U WITH DOUBLE GRAVE	0.1751	0.0000		0
U+0216	Ȗ	Latin Ext-B	LATIN CAPITAL LETTER U WITH INVERTED BREVE	0.2110	0.0000		0
U+0217	ȗ	Latin Ext-B	LATIN SMALL LETTER U WITH INVERTED BREVE	0.1744	0.0000		0
U+0218	Ș	Latin Ext-B	LATIN CAPITAL LETTER S WITH COMMA BELOW	0.2017	0.0000		0
U+0219	ș	Latin Ext-B	LATIN SMALL LETTER S WITH COMMA BELOW	0.1489	0.0000		0
U+021A	Ț	Latin Ext-B	LATIN CAPITAL LETTER T WITH COMMA BELOW	0.1419	0.0000		0
U+021B	ț	Latin Ext-B	LATIN SMALL LETTER T WITH COMMA BELOW	0.1401	0.0000		0
U+021E	Ȟ	Latin Ext-B	LATIN CAPITAL LETTER H WITH CARON	0.2191	0.0000		0
U+021F	ȟ	Latin Ext-B	LATIN SMALL LETTER H WITH CARON	0.1865	0.0159		0
U+0226	Ȧ	Latin Ext-B	LATIN CAPITAL LETTER A WITH DOT ABOVE	0.1850	0.0000		0
U+0227	ȧ	Latin Ext-B	LATIN SMALL LETTER A WITH DOT ABOVE	0.1660	0.0000		0
U+0228	Ȩ	Latin Ext-B	LATIN CAPITAL LETTER E WITH CEDILLA	0.2099	0.0000		0
U+0229	ȩ	Latin Ext-B	LATIN SMALL LETTER E WITH CEDILLA	0.1810	0.0000		0
U+022A	Ȫ	Latin Ext-B	LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON	0.2308	0.0678		0
U+022B	ȫ	Latin Ext-B	LATIN SMALL LETTER O WITH DIAERESIS AND MACRON	0.1973	0.0000		0
U+022C	Ȭ	Latin Ext-B	LATIN CAPITAL LETTER O WITH TILDE AND MACRON	0.2412	0.0685		0
U+022D	ȭ	Latin Ext-B	LATIN SMALL LETTER O WITH TILDE AND MACRON	0.2110	0.0000		0
U+022E	Ȯ	Latin Ext-B	LATIN CAPITAL LETTER O WITH DOT ABOVE	0.2175	0.0000		0
U+022F	ȯ	Latin Ext-B	LATIN SMALL LETTER O WITH DOT ABOVE	0.1578	0.0000		0
U+0230	Ȱ	Latin Ext-B	LATIN CAPITAL LETTER O WITH DOT ABOVE AND MACRON	0.2221	0.0703		0
U+0231	ȱ	Latin Ext-B	LATIN SMALL LETTER O WITH DOT ABOVE AND MACRON	0.1865	0.0000		0
U+0232	Ȳ	Latin Ext-B	LATIN CAPITAL LETTER Y WITH MACRON	0.1570	0.0000		0
U+0233	ȳ	Latin Ext-B	LATIN SMALL LETTER Y WITH MACRON	0.1665	0.0000		0
U+0237	ȷ	Latin Ext-B	LATIN SMALL LETTER DOTLESS J	0.1149	0.0000		0
U+02BC	ʼ	Spacing Modifiers	MODIFIER LETTER APOSTROPHE	0.0393	0.0000		0
U+02C6	ˆ	Spacing Modifiers	MODIFIER LETTER CIRCUMFLEX ACCENT	0.0373	0.0000		0
U+02C7	ˇ	Spacing Modifiers	CARON	0.0373	0.0000		0
U+02D8	˘	Spacing Modifiers	BREVE	0.0377	0.0000		0
U+02D9	˙	Spacing Modifiers	DOT ABOVE	0.0154	0.0000		0
U+02DA	˚	Spacing Modifiers	RING ABOVE	0.0367	0.0000		0
U+02DB	˛	Spacing Modifiers	OGONEK	0.0265	0.0000		0
U+02DC	˜	Spacing Modifiers	SMALL TILDE	0.0399	0.0000		0
U+02DD	˝	Spacing Modifiers	DOUBLE ACUTE ACCENT	0.0383	0.0000		0
U+037E	;	Greek	GREEK QUESTION MARK	0.0710	0.0000	U+003B	0
U+0384	΄	Greek	GREEK TONOS	0.0195	0.0000		1
U+0385	΅	Greek	GREEK DIALYTIKA TONOS	0.0443	0.0000		1
U+0386	Ά	Greek	GREEK CAPITAL LETTER ALPHA WITH TONOS	0.1800	0.0000		1
U+0387	·	Greek	GREEK ANO TELEIA	0.0211	0.0000		1
U+0388	Έ	Greek	GREEK CAPITAL LETTER EPSILON WITH TONOS	0.1662	0.0000		1
U+0389	Ή	Greek	GREEK CAPITAL LETTER ETA WITH TONOS	0.1818	0.0000		1
U+038A	Ί	Greek	GREEK CAPITAL LETTER IOTA WITH TONOS	0.1447	0.0000		1
U+038C	Ό	Greek	GREEK CAPITAL LETTER OMICRON WITH TONOS	0.1965	0.0000		1
U+038E	Ύ	Greek	GREEK CAPITAL LETTER UPSILON WITH TONOS	0.1338	0.0000		1
U+038F	Ώ	Greek	GREEK CAPITAL LETTER OMEGA WITH TONOS	0.2129	0.0000		1
U+0390	ΐ	Greek	GREEK SMALL LETTER IOTA WITH DIALYTIKA AND TONOS	0.1315	0.0000		1
U+0391	Α	Greek	GREEK CAPITAL LETTER ALPHA	0.1697	0.0000	U+0041	0
U+0392	Β	Greek	GREEK CAPITAL LETTER BETA	0.2223	0.0000	U+0042	0
U+0393	Γ	Greek	GREEK CAPITAL LETTER GAMMA	0.1141	0.0000		1
U+0394	Δ	Greek	GREEK CAPITAL LETTER DELTA	0.1840	0.0000		1
U+0395	Ε	Greek	GREEK CAPITAL LETTER EPSILON	0.1786	0.0000	U+0045	0
U+0396	Ζ	Greek	GREEK CAPITAL LETTER ZETA	0.1661	0.0000	U+005A	0
U+0397	Η	Greek	GREEK CAPITAL LETTER ETA	0.1884	0.0000	U+0048	0
U+0398	Θ	Greek	GREEK CAPITAL LETTER THETA	0.2246	0.0000		1
U+0399	Ι	Greek	GREEK CAPITAL LETTER IOTA	0.1359	0.0000	U+0049	0
U+039A	Κ	Greek	GREEK CAPITAL LETTER KAPPA	0.1797	0.0000	U+004B	0
U+039B	Λ	Greek	GREEK CAPITAL LETTER LAMDA	0.1474	0.0000		1
U+039C	Μ	Greek	GREEK CAPITAL LETTER MU	0.2234	0.0000	U+004D	0
U+039D	Ν	Greek	GREEK CAPITAL LETTER NU	0.2050	0.0000	U+004E	0
U+039E	Ξ	Greek	GREEK CAPITAL LETTER XI	0.1389	0.0000		1
U+039F	Ο	Greek	GREEK CAPITAL LETTER OMICRON	0.2021	0.0000	U+004F	0
U+03A0	Π	Greek	GREEK CAPITAL LETTER PI	0.1891	0.0000		1
U+03A1	Ρ	Greek	GREEK CAPITAL LETTER RHO	0.1724	0.0000	U+0050	0
U+03A3	Σ	Greek	GREEK CAPITAL LETTER SIGMA	0.1621	0.0000		1
U+03A4	Τ	Greek	GREEK CAPITAL LETTER TAU	0.1232	0.0000	U+0054	0
U+03A5	Υ	Greek	GREEK CAPITAL LETTER UPSILON	0.1283	0.0000	U+0059	0
U+03A6	Φ	Greek	GREEK CAPITAL LETTER PHI	0.2356	0.0000		1
U+03A7	Χ	Greek	GREEK CAPITAL LETTER CHI	0.1636	0.0000	U+0058	0
U+03A8	Ψ	Greek	GREEK CAPITAL LETTER PSI	0.2014	0.0000		1
U+03A9	Ω	Greek	GREEK CAPITAL LETTER OMEGA	0.2206	0.0000		1
U+03AA	Ϊ	Greek	GREEK CAPITAL LETTER IOTA WITH DIALYTIKA	0.1620	0.0000	U+00CF	0
U+03AB	Ϋ	Greek	GREEK CAPITAL LETTER UPSILON WITH DIALYTIKA	0.1544	0.0000	U+0178	0
U+03AC	ά	Greek	GREEK SMALL LETTER ALPHA WITH TONOS	0.1824	0.0000		1
U+03AD	έ	Greek	GREEK SMALL LETTER EPSILON WITH TONOS	0.1611	0.0000		1
U+03AE	ή	Greek	GREEK SMALL LETTER ETA WITH TONOS	0.1796	0.0000		1
U+03AF	ί	Greek	GREEK SMALL LETTER IOTA WITH TONOS	0.1067	0.0000		1
U+03B0	ΰ	Greek	GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND TONOS	0.1732	0.0000		1
U+03B1	α	Greek	GREEK SMALL LETTER ALPHA	0.1628	0.0000		1
U+03B2	β	Greek	GREEK SMALL LETTER BETA	0.2245	0.0000		1
U+03B3	γ	Greek	GREEK SMALL LETTER GAMMA	0.1323	0.0000		1
U+03B4	δ	Greek	GREEK SMALL LETTER DELTA	0.1869	0.0000		1
U+03B5	ε	Greek	GREEK SMALL LETTER EPSILON	0.1413	0.0000		1
U+03B6	ζ	Greek	GREEK SMALL LETTER ZETA	0.1513	0.0000		1
U+03B7	η	Greek	GREEK SMALL LETTER ETA	0.1601	0.0000		1
U+03B8	θ	Greek	GREEK SMALL LETTER THETA	0.2177	0.0000		1
U+03B9	ι	Greek	GREEK SMALL LETTER IOTA	0.0872	0.0000		1
U+03BA	κ	Greek	GREEK SMALL LETTER KAPPA	0.1396	0.0000		1
U+03BB	λ	Greek	GREEK SMALL LETTER LAMDA	0.1412	0.0000		1
U+03BC	μ	Greek	GREEK SMALL LETTER MU	0.1657	0.0000	U+00B5	0
U+03BD	ν	Greek	GREEK SMALL LETTER NU	0.1138	0.0000		1
U+03BE	ξ	Greek	GREEK SMALL LETTER XI	0.1692	0.0000		1
U+03BF	ο	Greek	GREEK SMALL LETTER OMICRON	0.1424	0.0000	U+006F	0
U+03C0	π	Greek	GREEK SMALL LETTER PI	0.1555	0.0000		1
U+03C1	ρ	Greek	GREEK SMALL LETTER RHO	0.1734	0.0000		1
U+03C2	ς	Greek	GREEK SMALL LETTER FINAL SIGMA	0.1251	0.0000		1
U+03C3	σ	Greek	GREEK SMALL LETTER SIGMA	0.1574	0.0000		1
U+03C4	τ	Greek	GREEK SMALL LETTER TAU	0.1084	0.0000		1
U+03C5	υ	Greek	GREEK SMALL LETTER UPSILON	0.1288	0.0000		1
U+03C6	φ	Greek	GREEK SMALL LETTER PHI	0.2120	0.0000		1
U+03C7	χ	Greek	GREEK SMALL LETTER CHI	0.1593	0.0000		1
U+03C8	ψ	Greek	GREEK SMALL LETTER PSI	0.2031	0.0000		1
U+03C9	ω	Greek	GREEK SMALL LETTER OMEGA	0.1647	0.0000		1
U+03CA	ϊ	Greek	GREEK SMALL LETTER IOTA WITH DIALYTIKA	0.1129	0.0000		1
U+03CB	ϋ	Greek	GREEK SMALL LETTER UPSILON WITH DIALYTIKA	0.1551	0.0000		1
U+03CC	ό	Greek	GREEK SMALL LETTER OMICRON WITH TONOS	0.1619	0.0000		1
U+03CD	ύ	Greek	GREEK SMALL LETTER UPSILON WITH TONOS	0.1482	0.0000		1
U+03CE	ώ	Greek	GREEK SMALL LETTER OMEGA WITH TONOS	0.1842	0.0000		1
U+0400	Ѐ	Cyrillic	CYRILLIC CAPITAL LETTER IE WITH GRAVE	0.1971	0.0000	U+00C8	0
U+0401	Ё	Cyrillic	CYRILLIC CAPITAL LETTER IO	0.2046	0.0000	U+00CB	0
U+0402	Ђ	Cyrillic	CYRILLIC CAPITAL LETTER DJE	0.1937	0.0000		0
U+0403	Ѓ	Cyrillic	CYRILLIC CAPITAL LETTER GJE	0.1879	0.0000		0
U+0404	Є	Cyrillic	CYRILLIC CAPITAL LETTER UKRAINIAN IE	0.1968	0.0000		0
U+0405	Ѕ	Cyrillic	CYRILLIC CAPITAL LETTER DZE	0.1828	0.0000	U+0053	0
U+0406	І	Cyrillic	CYRILLIC CAPITAL LETTER BYELORUSSIAN-UKRAINIAN I	0.1359	0.0000	U+0049	0
U+0407	Ї	Cyrillic	CYRILLIC CAPITAL LETTER YI	0.1620	0.0000	U+00CF	0
U+0408	Ј	Cyrillic	CYRILLIC CAPITAL LETTER JE	0.1380	0.0000	U+004A	0
U+0409	Љ	Cyrillic	CYRILLIC CAPITAL LETTER LJE	0.2266	0.0000		0
U+040A	Њ	Cyrillic	CYRILLIC CAPITAL LETTER NJE	0.2188	0.0000		0
U+040B	Ћ	Cyrillic	CYRILLIC CAPITAL LETTER TSHE	0.1825	0.0000		0
U+040C	Ќ	Cyrillic	CYRILLIC CAPITAL LETTER KJE	0.1948	0.0000		0
U+040D	Ѝ	Cyrillic	CYRILLIC CAPITAL LETTER I WITH GRAVE	0.2217	0.0000		0
U+040E	Ў	Cyrillic	CYRILLIC CAPITAL LETTER SHORT U	0.1765	0.0000		0
U+040F	Џ	Cyrillic	CYRILLIC CAPITAL LETTER DZHE	0.2081	0.0000		0
U+0410	А	Cyrillic	CYRILLIC CAPITAL LETTER A	0.1697	0.0000	U+0041	0
U+0411	Б	Cyrillic	CYRILLIC CAPITAL LETTER BE	0.2075	0.0000		0
U+0412	В	Cyrillic	CYRILLIC CAPITAL LETTER VE	0.2223	0.0000	U+0042	0
U+0413	Г	Cyrillic	CYRILLIC CAPITAL LETTER GHE	0.1694	0.0000		0
U+0414	Д	Cyrillic	CYRILLIC CAPITAL LETTER DE	0.2508	0.0000		0
U+0415	Е	Cyrillic	CYRILLIC CAPITAL LETTER IE	0.1786	0.0000	U+0045	0
U+0416	Ж	Cyrillic	CYRILLIC CAPITAL LETTER ZHE	0.2214	0.0001		0
U+0417	З	Cyrillic	CYRILLIC CAPITAL LETTER ZE	0.1772	0.0000		0
U+0418	И	Cyrillic	CYRILLIC CAPITAL LETTER I	0.2033	0.0000		0
U+0419	Й	Cyrillic	CYRILLIC CAPITAL LETTER SHORT I	0.2358	0.0000		0
U+041A	К	Cyrillic	CYRILLIC CAPITAL LETTER KA	0.1763	0.0000		0
U+041B	Л	Cyrillic	CYRILLIC CAPITAL LETTER EL	0.1850	0.0000		0
U+041C	М	Cyrillic	CYRILLIC CAPITAL LETTER EM	0.2234	0.0000	U+004D	0
U+041D	Н	Cyrillic	CYRILLIC CAPITAL LETTER EN	0.1884	0.0000	U+0048	0
U+041E	О	Cyrillic	CYRILLIC CAPITAL LETTER O	0.2021	0.0000	U+004F	0
U+041F	П	Cyrillic	CYRILLIC CAPITAL LETTER PE	0.1923	0.0000		0
U+0420	Р	Cyrillic	CYRILLIC CAPITAL LETTER ER	0.1724	0.0000	U+0050	0
U+0421	С	Cyrillic	CYRILLIC CAPITAL LETTER ES	0.1712	0.0000	U+0043	0
U+0422	Т	Cyrillic	CYRILLIC CAPITAL LETTER TE	0.1232	0.0000	U+0054	0
U+0423	У	Cyrillic	CYRILLIC CAPITAL LETTER U	0.1440	0.0000		0
U+0424	Ф	Cyrillic	CYRILLIC CAPITAL LETTER EF	0.2349	0.0000		0
U+0425	Х	Cyrillic	CYRILLIC CAPITAL LETTER HA	0.1636	0.0000	U+0058	0
U+0426	Ц	Cyrillic	CYRILLIC CAPITAL LETTER TSE	0.2142	0.0000		0
U+0427	Ч	Cyrillic	CYRILLIC CAPITAL LETTER CHE	0.1553	0.0000		0
U+0428	Ш	Cyrillic	CYRILLIC CAPITAL LETTER SHA	0.2453	0.0000		0
U+0429	Щ	Cyrillic	CYRILLIC CAPITAL LETTER SHCHA	0.2637	0.0000		0
U+042A	Ъ	Cyrillic	CYRILLIC CAPITAL LETTER HARD SIGN	0.1834	0.0000		0
U+042B	Ы	Cyrillic	CYRILLIC CAPITAL LETTER YERU	0.2213	0.0000		0
U+042C	Ь	Cyrillic	CYRILLIC CAPITAL LETTER SOFT SIGN	0.1758	0.0000		0
U+042D	Э	Cyrillic	CYRILLIC CAPITAL LETTER E	0.1998	0.0000		0
U+042E	Ю	Cyrillic	CYRILLIC CAPITAL LETTER YU	0.2496	0.0000		0
U+042F	Я	Cyrillic	CYRILLIC CAPITAL LETTER YA	0.2044	0.0000		0
U+0430	а	Cyrillic	CYRILLIC SMALL LETTER A	0.1506	0.0000	U+0061	0
U+0431	б	Cyrillic	CYRILLIC SMALL LETTER BE	0.1987	0.0000		0
U+0432	в	Cyrillic	CYRILLIC SMALL LETTER VE	0.1620	0.0000		0
U+0433	г	Cyrillic	CYRILLIC SMALL LETTER GHE	0.1253	0.0000		0
U+0434	д	Cyrillic	CYRILLIC SMALL LETTER DE	0.1921	0.0000		0
U+0435	е	Cyrillic	CYRILLIC SMALL LETTER IE	0.1500	0.0000	U+0065	0
U+0436	ж	Cyrillic	CYRILLIC SMALL LETTER ZHE	0.1682	0.0001		0
U+0437	з	Cyrillic	CYRILLIC SMALL LETTER ZE	0.1269	0.0000		0
U+0438	и	Cyrillic	CYRILLIC SMALL LETTER I	0.1542	0.0000		0
U+0439	й	Cyrillic	CYRILLIC SMALL LETTER SHORT I	0.1868	0.0000		0
U+043A	к	Cyrillic	CYRILLIC SMALL LETTER KA	0.1271	0.0000		0
U+043B	л	Cyrillic	CYRILLIC SMALL LETTER EL	0.1350	0.0000		0
U+043C	м	Cyrillic	CYRILLIC SMALL LETTER EM	0.1721	0.0000		0
U+043D	н	Cyrillic	CYRILLIC SMALL LETTER EN	0.1391	0.0000		0
U+043E	о	Cyrillic	CYRILLIC SMALL LETTER O	0.1424	0.0000	U+006F	0
U+043F	п	Cyrillic	CYRILLIC SMALL LETTER PE	0.1401	0.0000		0
U+0440	р	Cyrillic	CYRILLIC SMALL LETTER ER	0.1807	0.0000		0
U+0441	с	Cyrillic	CYRILLIC SMALL LETTER ES	0.1205	0.0000	U+0063	0
U+0442	т	Cyrillic	CYRILLIC SMALL LETTER TE	0.0933	0.0000		0
U+0443	у	Cyrillic	CYRILLIC SMALL LETTER U	0.1378	0.0000	U+0079	0
U+0444	ф	Cyrillic	CYRILLIC SMALL LETTER EF	0.2265	0.0000		0
U+0445	х	Cyrillic	CYRILLIC SMALL LETTER HA	0.1198	0.0000	U+0078	0
U+0446	ц	Cyrillic	CYRILLIC SMALL LETTER TSE	0.1600	0.0000		0
U+0447	ч	Cyrillic	CYRILLIC SMALL LETTER CHE	0.1150	0.0000		0
U+0448	ш	Cyrillic	CYRILLIC SMALL LETTER SHA	0.1849	0.0000		0
U+0449	щ	Cyrillic	CYRILLIC SMALL LETTER SHCHA	0.1989	0.0294		0
